"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","선행.EPS","선행.PER","BPS","PBR","주당배당금","배당수익률"
"811","001340","백광산업",5030,-40,-0.79,"KOSPI","화학",225939587210,337,14.93,NA,NA,4293,1.17,50,0.99
"812","207760","미스터블루",3025,-130,-4.12,"KOSDAQ","디지털컨텐츠",225892585875,91,33.24,NA,NA,879,3.44,25,0.83
"813","083420","그린케미칼",9390,-260,-2.69,"KOSPI","화학",2.2536e+11,683,13.75,NA,NA,5290,1.78,220,2.34
"814","086980","쇼박스",3590,-40,-1.1,"KOSDAQ","오락·문화",224870420000,36,99.72,NA,NA,2198,1.63,0,0
"815","015230","대창단조",7870,-200,-2.48,"KOSPI","운수장비",224863450100,1029,7.65,1849,4.26,8239,0.96,135,1.72
"816","241840","에이스토리",23450,-550,-2.29,"KOSDAQ","오락·문화",223712859300,1816,12.91,NA,NA,5139,4.56,0,0
"817","150840","인트로메딕",5850,0,0,"KOSDAQ","의료·정밀기기",223669017000,NA,NA,NA,NA,1351,4.33,0,0
"818","102260","동성케미컬",4500,-5,-0.11,"KOSPI","서비스업",223603776000,371,12.13,NA,NA,6992,0.64,200,4.44
"819","125210","아모그린텍",13540,-80,-0.59,"KOSDAQ","IT부품",223366536600,163,83.07,1243,10.9,2548,5.31,0,0
"820","096760","JW홀딩스",3170,-5,-0.16,"KOSPI","기타금융",223309718020,NA,NA,NA,NA,1356,2.34,90,2.84
"821","053580","웹케시",16120,-870,-5.12,"KOSDAQ","금융",222234317760,1110,14.52,1582,10.19,7329,2.2,100,0.62
"822","180400","DXVX",7740,0,0,"KOSDAQ","기타서비스",222082929900,NA,NA,NA,NA,1235,6.27,0,0
"823","079810","디이엔티",13840,120,0.87,"KOSDAQ","기계·장비",221441300960,62,223.23,1191,11.62,1711,8.09,0,0
"824","114810","한솔아이원스",7540,-100,-1.31,"KOSDAQ","IT부품",221315391960,1158,6.51,NA,NA,5407,1.39,0,0
"825","121440","골프존뉴딘홀딩스",5160,-50,-0.96,"KOSDAQ","유통",221037980880,3152,1.64,NA,NA,14014,0.37,140,2.71
"826","000540","흥국화재",3440,-45,-1.29,"KOSPI","보험",220994698800,873,3.94,NA,NA,10599,0.32,0,0
"827","115960","연우",17800,-470,-2.57,"KOSDAQ","화학",220684400000,2128,8.36,NA,NA,19695,0.9,190,1.07
"828","263050","유틸렉스",5970,-90,-1.49,"KOSDAQ","제약",219474244350,NA,NA,NA,NA,2481,2.41,0,0
"829","252990","샘씨엔에스",4375,-190,-4.16,"KOSDAQ","반도체",219423076250,262,16.7,NA,NA,2180,2.01,0,0
"830","064290","인텍플러스",17180,-380,-2.16,"KOSDAQ","반도체",219181787160,1847,9.3,NA,NA,4156,4.13,200,1.16
"831","225530","보광산업",6030,-10,-0.17,"KOSDAQ","비금속",219122523810,269,22.42,NA,NA,2321,2.6,150,2.49
"832","003060","에이프로젠바이오로직스",374,-1,-0.27,"KOSPI","의약품",219072253312,20,18.7,NA,NA,1274,0.29,0,0
"833","006060","화승인더",3940,-60,-1.5,"KOSPI","화학",217960800000,NA,NA,NA,NA,6826,0.58,188,4.77
"834","388720","유일로보틱스",25350,250,1,"KOSDAQ","기계·장비",217524446100,701,36.16,NA,NA,3282,7.72,0,0
"835","086960","MDS테크",2620,40,1.55,"KOSDAQ","소프트웨어",217268467520,NA,NA,NA,NA,1359,1.93,0,0
"836","229640","LS전선아시아",7080,-100,-1.39,"KOSPI","기타금융",216824143320,486,14.57,433,16.36,5107,1.39,240,3.39
"837","005720","넥센",4045,-55,-1.34,"KOSPI","화학",216585386965,521,7.76,NA,NA,19877,0.2,100,2.47
"838","234340","헥토파이낸셜",22900,-100,-0.43,"KOSDAQ","소프트웨어",216473700000,2375,9.64,NA,NA,15144,1.51,470,2.05
"839","025320","시노펙스",2870,5,0.17,"KOSDAQ","IT부품",216420687350,138,20.8,NA,NA,1222,2.35,0,0
"840","192440","슈피겐코리아",34800,200,0.58,"KOSDAQ","IT부품",216329432400,7493,4.64,9866,3.53,63123,0.55,840,2.41
"841","092190","서울바이오시스",5650,-250,-4.24,"KOSDAQ","IT부품",215963639450,117,48.29,NA,NA,4383,1.29,59,1.04
"842","032820","우리기술",1431,-44,-2.98,"KOSDAQ","일반전기전자",215544523824,47,30.45,NA,NA,552,2.59,0,0
"843","044490","태웅",10760,710,7.06,"KOSDAQ","금속",215279419560,357,30.14,NA,NA,23769,0.45,0,0
"844","058430","포스코스틸리온",35850,-600,-1.65,"KOSPI","철강금속",2.151e+11,17070,2.1,NA,NA,53623,0.67,1000,2.79
"845","002100","경농",11010,-100,-0.9,"KOSPI","화학",214943550750,890,12.37,NA,NA,11888,0.93,350,3.18
"846","038290","마크로젠",19820,-230,-1.15,"KOSDAQ","기타서비스",214876548000,114,173.86,NA,NA,20290,0.98,300,1.51
"847","220260","켐트로스",8090,-280,-3.35,"KOSDAQ","화학",214856703630,166,48.73,NA,NA,2070,3.91,0,0
"848","161580","필옵틱스",9740,-20,-0.2,"KOSDAQ","IT부품",214173902180,NA,NA,NA,NA,4481,2.17,0,0
"849","086890","이수앱지스",6440,-110,-1.68,"KOSDAQ","제약",213696381920,26,247.69,NA,NA,2168,2.97,0,0
"850","005860","한일사료",5420,220,4.23,"KOSDAQ","음식료·담배",213567972700,183,29.62,NA,NA,1751,3.1,25,0.46
"851","408900","스튜디오미르",41450,-2800,-6.33,"KOSDAQ","방송서비스",213490297500,528,78.5,NA,NA,2433,17.04,0,0
"852","027710","팜스토리",1915,90,4.93,"KOSDAQ","음식료·담배",213362789000,46,41.63,NA,NA,1898,1.01,25,1.31
"853","371950","풍원정밀",10090,-310,-2.98,"KOSDAQ","IT부품",212298523920,159,63.46,NA,NA,1589,6.35,0,0
"854","011760","현대코퍼레이션",16040,-210,-1.29,"KOSPI","유통업",212192614640,3146,5.1,5467,2.93,30061,0.53,600,3.74
"855","011280","태림포장",2985,-25,-0.83,"KOSPI","종이목재",211355730900,247,12.09,NA,NA,4700,0.64,50,1.68
"856","044450","KSS해운",9140,0,0,"KOSPI","운수창고업",211004943200,2497,3.66,NA,NA,15261,0.6,350,3.83
"857","036560","영풍정밀",13390,110,0.83,"KOSDAQ","기계·장비",210892500000,746,17.95,NA,NA,20308,0.66,350,2.61
"858","122990","와이솔",7460,-180,-2.36,"KOSDAQ","반도체",210274579860,979,7.62,NA,NA,13195,0.57,250,3.35
"859","039570","HDC랩스",8090,90,1.13,"KOSPI","건설업",209996992090,593,13.64,NA,NA,11102,0.73,450,5.56
"860","000430","대원강업",3385,-55,-1.6,"KOSPI","운수장비",2.0987e+11,NA,NA,164,20.64,7461,0.45,100,2.95
"861","058970","엠로",18700,390,2.13,"KOSDAQ","소프트웨어",209666644000,562,33.27,913,20.49,3833,4.88,0,0
"862","093640","다믈멀티미디어",10480,-340,-3.14,"KOSDAQ","반도체",209617669280,196,53.47,NA,NA,2584,4.06,0,0
"863","123040","엠에스오토텍",4800,-90,-1.84,"KOSDAQ","운송장비·부품",209509660800,NA,NA,NA,NA,3201,1.5,0,0
"864","083450","GST",22400,-650,-2.82,"KOSDAQ","반도체",208717488000,4292,5.22,NA,NA,16558,1.35,300,1.34
"865","065660","안트로젠",21350,-450,-2.06,"KOSDAQ","유통",207764813550,NA,NA,NA,NA,12404,1.72,0,0
"866","171090","선익시스템",22400,0,0,"KOSDAQ","반도체",207675350400,NA,NA,NA,NA,9655,2.32,0,0
"867","060570","드림어스컴퍼니",3650,-100,-2.67,"KOSDAQ","디지털컨텐츠",207538441550,NA,NA,NA,NA,1138,3.21,0,0
"868","015860","일진홀딩스",4205,-50,-1.18,"KOSPI","기타금융",207506166015,437,9.62,388,10.83,9069,0.46,150,3.57
"869","057880","피에이치씨",1740,0,0,"KOSDAQ","유통",206724832500,NA,NA,NA,NA,790,2.2,0,0
"870","146320","비씨엔씨",16200,-160,-0.98,"KOSDAQ","반도체",206716908600,810,20,NA,NA,3042,5.33,0,0
"871","096240","크레버스",17900,-270,-1.49,"KOSDAQ","기타서비스",206633375600,2130,8.4,NA,NA,11032,1.62,2000,11.17
"872","073640","테라사이언스",2290,5,0.22,"KOSDAQ","금속",206622103970,NA,NA,NA,NA,665,3.44,0,0
"873","035150","백산",8800,-80,-0.9,"KOSPI","화학",2.06052e+11,797,11.04,NA,NA,6016,1.46,100,1.14
"874","054450","텔레칩스",14850,170,1.16,"KOSDAQ","반도체",205760278350,559,26.57,1078,13.77,8453,1.76,120,0.81
"875","001250","GS글로벌",2490,-70,-2.73,"KOSPI","유통업",205509072360,283,8.8,NA,NA,4013,0.62,0,0
"876","018000","유니슨",1677,-20,-1.18,"KOSDAQ","기계·장비",205009934571,NA,NA,NA,NA,635,2.64,0,0
"877","033340","좋은사람들",2110,0,0,"KOSDAQ","섬유·의류",204565677380,NA,NA,NA,NA,1918,1.1,0,0
"878","036200","유니셈",6670,-130,-1.91,"KOSDAQ","반도체",204530367410,1297,5.14,NA,NA,6222,1.07,120,1.8
"879","011700","한신기계",6300,-140,-2.17,"KOSPI","기계",204410751300,133,47.37,NA,NA,2791,2.26,45,0.71
"880","002780","진흥기업",1404,-34,-2.36,"KOSPI","건설업",204242329980,367,3.83,NA,NA,1166,1.2,0,0
"881","056080","유진로봇",5440,260,5.02,"KOSDAQ","기계·장비",204066106880,NA,NA,NA,NA,1043,5.22,0,0
"882","138580","비즈니스온",9020,-320,-3.43,"KOSDAQ","소프트웨어",203456590260,261,34.56,NA,NA,2830,3.19,200,2.22
"883","015540","쎌마테라퓨틱스",6410,0,0,"KOSPI","서비스업",203176385440,NA,NA,NA,NA,573,11.19,0,0
"884","001270","부국증권",19530,100,0.51,"KOSPI","증권",202523873580,8672,2.25,NA,NA,74017,0.26,1600,8.19
"885","078520","에이블씨엔씨",7480,-130,-1.71,"KOSPI","화학",202210273320,NA,NA,NA,NA,4373,1.71,0,0
"886","144960","뉴파워프라즈마",4620,220,5,"KOSDAQ","기계·장비",201859922880,562,8.22,NA,NA,4943,0.93,50,1.08
"887","002620","제일파마홀딩스",12630,-440,-3.37,"KOSPI","서비스업",201743473650,NA,NA,NA,NA,26821,0.47,65,0.51
"888","274090","켄코아에어로스페이스",16270,550,3.5,"KOSDAQ","운송장비·부품",201254026530,NA,NA,NA,NA,2169,7.5,0,0
"889","038880","아이에이",682,-16,-2.29,"KOSDAQ","반도체",201032560300,8,85.25,NA,NA,346,1.97,0,0
"890","019210","와이지-원",6570,-160,-2.38,"KOSDAQ","금속",200869990830,690,9.52,NA,NA,9269,0.71,180,2.74
"891","251970","펌텍코리아",16190,-380,-2.29,"KOSDAQ","화학",2.00756e+11,1464,11.06,NA,NA,15974,1.01,350,2.16
"892","012700","리드코프",7590,0,0,"KOSDAQ","유통",200726164650,1570,4.83,NA,NA,16788,0.45,800,10.54
"893","039440","에스티아이",12680,-360,-2.76,"KOSDAQ","반도체",200724400000,1544,8.21,NA,NA,12994,0.98,200,1.58
"894","101530","해태제과식품",6890,-60,-0.86,"KOSPI","음식료품",200614903580,NA,NA,NA,NA,9762,0.71,200,2.9
"895","138080","오이솔루션",18870,-100,-0.53,"KOSDAQ","통신장비",200476672650,1354,13.94,629,30,15007,1.26,300,1.59
"896","348150","고바이오랩",11420,-210,-1.81,"KOSDAQ","기타서비스",200243921480,NA,NA,NA,NA,5026,2.27,0,0
"897","016450","한세예스24홀딩스",4995,-15,-0.3,"KOSPI","섬유의복",1.998e+11,1026,4.87,NA,NA,12066,0.41,250,5.01
"898","012320","경동인베스트",83900,-200,-0.24,"KOSPI","기타금융",198425429700,6714,12.5,NA,NA,197979,0.42,750,0.89
"899","054780","키이스트",10150,-640,-5.93,"KOSDAQ","오락·문화",198410098950,NA,NA,NA,NA,2519,4.03,0,0
"900","000680","LS네트웍스",2505,-45,-1.76,"KOSPI","유통업",197401555080,818,3.06,NA,NA,7533,0.33,0,0
"901","276040","스코넥",15950,-270,-1.66,"KOSDAQ","디지털컨텐츠",197155142800,NA,NA,NA,NA,NA,NA,0,0
"902","228850","레이언스",11860,-200,-1.66,"KOSDAQ","의료·정밀기기",196769426040,919,12.91,1370,8.66,12746,0.93,100,0.84
"903","334970","프레스티지바이오로직스",3220,-110,-3.3,"KOSDAQ","제약",196767660180,NA,NA,NA,NA,2263,1.42,0,0
"904","234080","JW생명과학",12380,-260,-2.06,"KOSPI","의약품",196031778520,829,14.93,NA,NA,8492,1.46,500,4.04
"905","036630","세종텔레콤",725,0,0,"KOSDAQ","통신서비스",1.9575e+11,107,6.78,NA,NA,1274,0.57,0,0
"906","239890","피엔에이치테크",21250,50,0.24,"KOSDAQ","화학",195640930000,407,52.21,842,25.24,2119,10.03,0,0
"907","092130","이크레더블",16240,-40,-0.25,"KOSDAQ","기타서비스",195588064000,1156,14.05,NA,NA,5260,3.09,2720,16.75
"908","033310","엠투엔",4830,-140,-2.82,"KOSDAQ","금속",194852975730,NA,NA,NA,NA,3470,1.39,0,0
"909","068930","디지털대성",6760,-10,-0.15,"KOSDAQ","기타서비스",194840025640,662,10.21,840,8.05,5502,1.23,300,4.44
"910","051360","토비스",11820,-110,-0.92,"KOSDAQ","정보기기",194049625560,82,144.15,1626,7.27,12127,0.97,100,0.85
"911","270660","에브리봇",15900,-50,-0.31,"KOSDAQ","일반전기전자",193842337800,844,18.84,NA,NA,4704,3.38,350,2.2
"912","031980","피에스케이홀딩스",8980,-220,-2.39,"KOSDAQ","반도체",193630307100,2278,3.94,NA,NA,12142,0.74,400,4.45
"913","220100","퓨쳐켐",8760,-250,-2.77,"KOSDAQ","제약",193614877800,NA,NA,NA,NA,2834,3.09,0,0
"914","035810","이지홀딩스",2970,10,0.34,"KOSDAQ","음식료·담배",193483159650,366,8.11,NA,NA,8063,0.37,50,1.68
"915","049950","미래컴퍼니",22500,-600,-2.6,"KOSDAQ","기계·장비",193203450000,817,27.54,NA,NA,13221,1.7,100,0.44
"916","136540","윈스",13930,-340,-2.38,"KOSDAQ","소프트웨어",193127776660,1671,8.34,NA,NA,12698,1.1,500,3.59
"917","006910","보성파워텍",3910,-75,-1.88,"KOSDAQ","금속",192097611840,NA,NA,NA,NA,1872,2.09,0,0
"918","078350","한양디지텍",12590,-510,-3.89,"KOSDAQ","반도체",191926769380,1693,7.44,NA,NA,5630,2.24,0,0
"919","194370","제이에스코퍼레이션",14380,-380,-2.57,"KOSPI","기타제조업",191765942380,3876,3.71,NA,NA,16003,0.9,600,4.17
"920","256940","케이피에스",10220,490,5.04,"KOSDAQ","반도체",191611284760,NA,NA,NA,NA,3292,3.1,0,0
"921","052260","현대바이오랜드",12760,-450,-3.41,"KOSDAQ","화학",1.914e+11,NA,NA,NA,NA,8357,1.53,70,0.55
"922","257720","실리콘투",3170,-150,-4.52,"KOSDAQ","유통",190761831780,103,30.78,NA,NA,1443,2.2,0,0
"923","004710","한솔테크닉스",5920,-90,-1.5,"KOSPI","전기전자",190090477760,NA,NA,NA,NA,8848,0.67,0,0
"924","214260","라파스",22050,-500,-2.22,"KOSDAQ","화학",190014022800,578,38.15,NA,NA,6092,3.62,0,0
"925","005680","삼영전자",9500,-150,-1.55,"KOSPI","전기전자",1.9e+11,851,11.16,NA,NA,25588,0.37,300,3.16
"926","067990","도이치모터스",5950,-150,-2.46,"KOSDAQ","유통",189746374650,1193,4.99,NA,NA,10950,0.54,350,5.88
"927","119830","아이텍",9410,-80,-0.84,"KOSDAQ","반도체",188894043960,NA,NA,NA,NA,5840,1.61,0,0
"928","015890","태경산업",6460,-60,-0.92,"KOSPI","화학",188817725000,900,7.18,NA,NA,9204,0.7,270,4.18
"929","012610","경인양행",4535,-95,-2.05,"KOSPI","화학",188730215275,589,7.7,NA,NA,5553,0.82,50,1.1
"930","018290","브이티지엠피",5460,-110,-1.97,"KOSDAQ","화학",188282055780,456,11.97,NA,NA,2368,2.31,0,0
"931","102120","어보브반도체",10580,-120,-1.12,"KOSDAQ","반도체",188120366740,828,12.78,NA,NA,6757,1.57,240,2.27
"932","262260","에이프로",13020,-370,-2.76,"KOSDAQ","일반전기전자",188017171860,NA,NA,NA,NA,4201,3.1,0,0
"933","115160","휴맥스",4275,480,12.65,"KOSDAQ","통신장비",187972280100,NA,NA,NA,NA,7434,0.58,0,0
"934","040910","아이씨디",10400,-370,-3.44,"KOSDAQ","반도체",187880295200,45,231.11,NA,NA,10289,1.01,200,1.92
"935","089890","코세스",11290,-450,-3.83,"KOSDAQ","반도체",187244220980,700,16.13,NA,NA,3093,3.65,0,0
"936","028100","동아지질",13310,-340,-2.49,"KOSPI","건설업",187040718260,412,32.31,NA,NA,18086,0.74,350,2.63
"937","092070","디엔에프",16140,-560,-3.35,"KOSDAQ","화학",186769788120,1083,14.9,1956,8.25,12426,1.3,200,1.24
"938","194700","노바렉스",9940,-190,-1.88,"KOSDAQ","음식료·담배",186423189120,1724,5.77,1244,7.99,9122,1.09,300,3.02
"939","128820","대성산업",4120,-25,-0.6,"KOSPI","유통업",186370169360,NA,NA,NA,NA,12567,0.33,0,0
"940","007860","서연",7930,40,0.51,"KOSPI","기타금융",186195162920,1091,7.27,NA,NA,21587,0.37,100,1.26
"941","397030","에이프릴바이오",17590,-530,-2.92,"KOSDAQ","기타서비스",185768429750,NA,NA,NA,NA,6227,2.82,0,0
"942","015360","예스코홀딩스",30950,50,0.16,"KOSPI","서비스업",1.857e+11,5064,6.11,NA,NA,114939,0.27,2250,7.27
"943","042370","비츠로테크",7080,-170,-2.34,"KOSDAQ","금융",185496177000,500,14.16,NA,NA,7930,0.89,50,0.71
"944","103590","일진전기",5000,60,1.21,"KOSPI","전기전자",185401950000,403,12.41,NA,NA,8714,0.57,100,2
"945","340930","유일에너테크",17180,-140,-0.81,"KOSDAQ","기계·장비",184847247920,NA,NA,686,25.03,4335,3.96,0,0
"946","010170","대한광통신",2475,-60,-2.37,"KOSDAQ","일반전기전자",184415135850,NA,NA,NA,NA,1401,1.77,0,0
"947","048910","대원미디어",14660,-620,-4.06,"KOSDAQ","유통",184407348360,470,31.19,NA,NA,7469,1.96,0,0
"948","031440","신세계푸드",47600,-550,-1.14,"KOSPI","서비스업",184330048000,624,76.28,4541,10.48,73553,0.65,750,1.58
"949","019550","SBI인베스트먼트",1137,-20,-1.73,"KOSDAQ","금융",184269695775,138,8.24,NA,NA,819,1.39,0,0
"950","376190","엘비루셈",7490,-340,-4.34,"KOSDAQ","반도체",1.84254e+11,819,9.15,NA,NA,7689,0.97,0,0
"951","004560","현대비앤지스틸",12200,-50,-0.41,"KOSPI","철강금속",183961494200,4595,2.66,NA,NA,32770,0.37,100,0.82
"952","391710","코닉오토메이션",4430,-85,-1.88,"KOSDAQ","소프트웨어",183859273460,NA,NA,113,39.23,NA,NA,0,0
"953","204620","글로벌텍스프리",3350,60,1.82,"KOSDAQ","금융",183839692000,NA,NA,NA,NA,1571,2.13,0,0
"954","094360","칩스앤미디어",19040,0,0,"KOSDAQ","반도체",183551597600,650,29.29,1068,17.83,3940,4.83,163,0.86
"955","047310","파워로직스",5330,60,1.14,"KOSDAQ","IT부품",183463834060,NA,NA,NA,NA,6165,0.86,0,0
"956","001080","만호제강",44150,-650,-1.45,"KOSPI","철강금속",183222500000,2168,20.36,NA,NA,79971,0.55,250,0.57
"957","000700","유수홀딩스",7030,-30,-0.42,"KOSPI","서비스업",183073938360,991,7.09,NA,NA,13108,0.54,400,5.69
"958","127980","화인써키트",16100,-1840,-10.26,"KOSDAQ","반도체",182996335200,NA,NA,NA,NA,NA,NA,0,0
"959","079430","현대리바트",8910,-150,-1.66,"KOSPI","기타제조업",182969362620,671,13.28,NA,NA,24314,0.37,100,1.12
"960","322310","오로스테크놀로지",19490,710,3.78,"KOSDAQ","기계·장비",182553903580,199,97.94,NA,NA,6898,2.83,0,0
"961","001360","삼성제약",2710,-65,-2.34,"KOSPI","의약품",182009234090,NA,NA,NA,NA,1896,1.43,0,0
"962","023450","동남합성",50400,-500,-0.98,"KOSPI","화학",1.81944e+11,3271,15.41,NA,NA,12909,3.9,4300,8.53
"963","036620","감성코퍼레이션",2025,-60,-2.88,"KOSDAQ","유통",181426993425,4,506.25,NA,NA,373,5.43,0,0
"964","310200","애니플러스",4150,70,1.72,"KOSDAQ","오락·문화",181200981050,729,5.69,NA,NA,1610,2.58,0,0
"965","105840","우진",8850,70,0.8,"KOSPI","의료정밀",179863983900,NA,NA,NA,NA,7106,1.25,100,1.13
"966","016610","DB금융투자",4235,-35,-0.82,"KOSPI","증권",179760457415,2831,1.5,NA,NA,22133,0.19,500,11.81
"967","205100","엑셈",4940,-150,-2.95,"KOSDAQ","소프트웨어",179728428620,321,15.39,462,10.69,2485,1.99,0,0
"968","008700","아남전자",2330,-115,-4.7,"KOSPI","전기전자",179700830600,172,13.55,NA,NA,1016,2.29,0,0
"969","396270","넥스트칩",10190,-370,-3.5,"KOSDAQ","반도체",179523751600,NA,NA,NA,NA,2223,4.58,0,0
"970","033530","세종공업",6450,-120,-1.83,"KOSPI","운수장비",179445198450,NA,NA,NA,NA,14814,0.44,100,1.55
"971","006620","동구바이오제약",6300,-130,-2.02,"KOSDAQ","제약",179329449600,330,19.09,NA,NA,3571,1.76,100,1.59
"972","214180","헥토이노베이션",13500,-120,-0.88,"KOSDAQ","소프트웨어",178971997500,1825,7.4,NA,NA,10397,1.3,390,2.89
"973","361390","제노코",23850,-750,-3.05,"KOSDAQ","통신장비",178893817650,832,28.67,NA,NA,4160,5.73,50,0.21
"974","094820","일진파워",11860,-160,-1.33,"KOSDAQ","건설",178833488740,1024,11.58,NA,NA,7467,1.59,330,2.78
"975","376180","피코그램",9760,620,6.78,"KOSDAQ","기타제조",178778780480,200,48.8,NA,NA,1573,6.2,0,0
"976","300080","플리토",34250,-450,-1.3,"KOSDAQ","디지털컨텐츠",178752325500,NA,NA,NA,NA,3326,10.3,0,0
"977","071970","STX중공업",6260,70,1.13,"KOSPI","기계",178739707940,NA,NA,NA,NA,5428,1.15,0,0
"978","277880","티에스아이",9580,-410,-4.1,"KOSDAQ","기계·장비",178603312160,63,152.06,942,10.17,2193,4.37,0,0
"979","023910","대한약품",29750,-450,-1.49,"KOSDAQ","제약",1.785e+11,3778,7.87,4889,6.09,33801,0.88,400,1.34
"980","014280","금강공업",6070,-150,-2.41,"KOSPI","철강금속",178029196990,762,7.97,NA,NA,11309,0.54,100,1.65
"981","109610","에스와이",3630,-125,-3.33,"KOSDAQ","금속",177533862000,197,18.43,NA,NA,3570,1.02,0,0
"982","013580","계룡건설",19680,-420,-2.09,"KOSPI","건설업",175760249760,17601,1.12,NA,NA,78914,0.25,800,4.07
"983","066980","이엔코퍼레이션",3570,25,0.71,"KOSDAQ","디지털컨텐츠",175720658610,564,6.33,NA,NA,2462,1.45,0,0
"984","123860","아나패스",15000,-250,-1.64,"KOSDAQ","반도체",175665855000,1144,13.11,NA,NA,4229,3.55,0,0
"985","389140","포바이포",16680,-1020,-5.76,"KOSDAQ","디지털컨텐츠",175519219800,580,28.76,NA,NA,4348,3.84,0,0
"986","267850","아시아나IDT",15800,-330,-2.05,"KOSPI","서비스업",1.7538e+11,2375,6.65,NA,NA,14016,1.13,500,3.16
"987","067080","대화제약",9420,10,0.11,"KOSDAQ","제약",175368843000,127,74.17,NA,NA,4548,2.07,150,1.59
"988","003830","대한화섬",131700,-3300,-2.44,"KOSPI","화학",174897600000,21701,6.07,NA,NA,660594,0.2,750,0.57
"989","009410","태영건설",4495,-145,-3.13,"KOSPI","건설업",174851445510,1920,2.34,NA,NA,17753,0.25,350,7.79
"990","010470","오리콤",14600,190,1.32,"KOSDAQ","기타서비스",174835730000,533,27.39,NA,NA,8366,1.75,220,1.51
"991","100250","진양홀딩스",3125,0,0,"KOSPI","화학",174672787500,183,17.08,NA,NA,5936,0.53,170,5.44
"992","079940","가비아",12900,-350,-2.64,"KOSDAQ","인터넷",174610323600,898,14.37,NA,NA,7620,1.69,70,0.54
